City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,Katsuura,35.1333,140.3,44.6,45,20,11.5,JP,2021-02-02 14:06:36
383,Tabas,33.5959,56.9244,66.2,19,0,2.3,IR,2021-02-02 14:06:37
384,Minab,27.1467,57.0801,75.2,43,0,9.22,IR,2021-02-02 14:06:38
385,Colombia,20.9881,-77.4297,66.2,59,20,13.8,CU,2021-02-02 14:04:32
386,Diego De Almagro,-26.3667,-70.05,69.85,38,94,4.47,CL,2021-02-02 14:06:38
387,Mangan,27.5167,88.5333,53.58,45,28,2.91,IN,2021-02-02 14:06:38
388,Motygino,58.1831,94.7592,-13.36,87,99,2.3,RU,2021-02-02 14:06:38
389,Chiny,49.7333,5.3333,51.01,94,62,4.0,BE,2021-02-02 14:06:38
390,Samarai,-10.6167,150.6667,81.5,80,100,13.29,PG,2021-02-02 14:06:38
391,Vardo,70.3705,31.1107,24.8,80,40,16.11,NO,2021-02-02 14:06:39
392,Dzhebariki-Khaya,62.2167,135.8,-46.82,76,100,2.55,RU,2021-02-02 14:06:39
393,Coos Bay,43.3665,-124.2179,45.0,93,75,8.05,US,2021-02-02 14:06:39
394,Lashio,22.9333,97.75,55.98,43,0,1.97,MM,2021-02-02 14:06:40
395,Labuhan,-6.8844,112.2051,79.63,84,100,12.33,ID,2021-02-02 14:06:40
396,Olafsvik,64.8945,-23.7142,37.6,73,100,20.42,IS,2021-02-02 14:06:40
397,Salamiyah,35.0113,37.0532,60.73,45,40,12.39,SY,2021-02-02 14:06:40
398,Pacific Grove,36.6177,-121.9166,53.01,87,90,6.78,US,2021-02-02 14:05:09
399,Koslan,63.4564,48.8989,15.13,96,99,6.62,RU,2021-02-02 14:06:40
400,Kangaba,11.9333,-8.4167,98.64,8,0,5.41,ML,2021-02-02 14:06:41
401,Trat,12.5,102.5,73.65,82,1,1.83,TH,2021-02-02 14:06:41
402,Waipawa,-41.4122,175.5153,57.2,82,38,2.3,NZ,2021-02-02 14:06:41
403,Hofn,64.2539,-15.2082,33.84,86,100,11.99,IS,2021-02-02 14:06:41
404,Mikhaylovskoye,51.8239,79.7172,3.47,94,63,7.14,RU,2021-02-02 14:06:41
405,Bouna,9.2667,-3.0,99.52,8,14,5.79,CI,2021-02-02 14:06:42
406,Cururupu,-1.8283,-44.8683,87.94,56,97,8.86,BR,2021-02-02 14:06:42
407,Shingu,33.7333,135.9833,40.26,69,0,9.98,JP,2021-02-02 14:06:42
408,Lichinga,-13.3128,35.2406,69.8,83,75,3.44,MZ,2021-02-02 14:06:42
409,Segou,13.4317,-6.2157,93.9,8,0,9.71,ML,2021-02-02 14:06:42
410,Qaqortoq,60.7167,-46.0333,24.8,74,75,4.61,GL,2021-02-02 14:06:42
411,Kodinsk,58.6881,99.1844,-15.07,86,100,2.71,RU,2021-02-02 14:06:42
412,Letterkenny,54.95,-7.7333,39.2,81,0,27.63,IE,2021-02-02 14:02:56
413,Palenque,17.5167,-91.9667,66.2,88,75,3.36,MX,2021-02-02 14:06:43
414,Belaya Gora,68.5333,146.4167,-13.22,90,100,7.45,RU,2021-02-02 14:06:43
415,Dalvik,65.9702,-18.5286,15.8,67,0,9.22,IS,2021-02-02 14:06:43
416,Klaksvik,62.2266,-6.589,35.6,87,40,9.22,FO,2021-02-02 14:06:11
417,Gushikawa,26.3544,127.8686,59.0,67,1,13.8,JP,2021-02-02 14:06:43
418,Vyazovaya,54.905,58.3561,31.68,97,100,12.53,RU,2021-02-02 14:06:44
419,Krasnoarmeysk,51.0239,45.6969,35.01,93,100,1.01,RU,2021-02-02 14:06:44
420,Gawler,-34.6,138.7333,61.0,69,0,4.0,AU,2021-02-02 14:06:44
421,Asyut,27.181,31.1837,73.4,38,0,6.91,EG,2021-02-02 14:06:44
422,Chesma,53.8111,60.6533,34.54,91,100,19.26,RU,2021-02-02 14:04:10
423,Tigil,57.8,158.6667,-6.05,91,91,4.16,RU,2021-02-02 14:06:45
424,San Juan,-31.5375,-68.5364,62.94,54,99,9.95,AR,2021-02-02 14:06:45
425,Winnemucca,40.973,-117.7357,28.4,80,1,3.96,US,2021-02-02 14:03:01
426,Upernavik,72.7868,-56.1549,-7.87,88,100,11.92,GL,2021-02-02 14:06:45
427,Ciochina,44.5833,27.0667,44.01,74,100,1.99,RO,2021-02-02 14:06:45
428,Santa Isabel Do Rio Negro,-0.4139,-65.0192,75.06,96,100,1.72,BR,2021-02-02 14:06:46
429,Pringsewu,-5.3582,104.9744,74.91,91,100,4.14,ID,2021-02-02 14:06:46
430,Saurimo,-9.6608,20.3916,76.91,80,100,5.75,AO,2021-02-02 14:06:46
431,Smithers,54.7804,-127.1743,24.8,93,90,3.44,CA,2021-02-02 14:06:46
432,Hwange,-18.3693,26.5019,83.44,65,47,3.42,ZW,2021-02-02 14:06:46
433,Watsa,3.0372,29.5355,96.06,13,0,7.34,CD,2021-02-02 14:06:47
434,Roros,62.5747,11.3842,-4.0,71,0,1.14,NO,2021-02-02 14:06:47
435,Jiuquan,39.7432,98.5174,25.09,67,0,1.48,CN,2021-02-02 14:06:47
436,Wanlaweyn,2.6185,44.8938,96.24,17,47,15.57,SO,2021-02-02 14:06:47
437,Nhulunbuy,-12.2333,136.7667,80.6,89,100,5.75,AU,2021-02-02 14:06:47
438,Umm Lajj,25.0213,37.2685,77.74,69,100,9.98,SA,2021-02-02 14:06:47
439,Lakshmipur,22.95,90.8333,66.49,42,0,8.39,BD,2021-02-02 14:06:47
440,Itabaianinha,-11.2739,-37.79,87.49,49,100,9.55,BR,2021-02-02 14:06:48
441,Mari-Turek,56.7895,49.6235,10.76,95,0,5.61,RU,2021-02-02 14:06:48
442,Emerald,-23.5333,148.1667,82.4,65,40,5.75,AU,2021-02-02 14:06:48
443,Susehri,40.1644,38.0867,33.71,87,100,2.68,TR,2021-02-02 14:06:48
444,Ornskoldsvik,63.2909,18.7153,6.8,92,90,5.75,SE,2021-02-02 14:06:48
445,Iberia,29.9502,-91.7507,39.2,81,1,6.91,US,2021-02-02 14:06:48
446,Amazar,53.858,120.875,-27.9,78,0,3.71,RU,2021-02-02 14:06:49
447,Udachnyy,66.4167,112.4,-29.54,81,100,17.52,RU,2021-02-02 14:02:05
448,Khani,41.9563,42.9566,66.2,24,0,2.3,GE,2021-02-02 14:06:49
449,Svobodnyy,51.4,128.1333,-22.52,84,100,6.98,RU,2021-02-02 14:06:49
450,Bourail,-21.5667,165.4833,70.3,91,100,17.52,NC,2021-02-02 14:06:49
451,Dingli,35.8614,14.3822,60.01,82,40,18.41,MT,2021-02-02 14:06:49
452,North Bay,46.3168,-79.4663,5.0,85,75,10.36,CA,2021-02-02 14:04:20
453,Rio Gallegos,-51.6226,-69.2181,62.6,48,0,18.41,AR,2021-02-02 14:06:50
454,College,64.8569,-147.8028,-16.6,68,1,5.75,US,2021-02-02 14:06:50
455,Utica,43.1009,-75.2327,26.01,86,90,3.44,US,2021-02-02 14:06:50
456,Alpena,45.0617,-83.4327,19.99,79,1,5.75,US,2021-02-02 14:05:04
457,Nemuro,43.3236,145.575,19.89,85,11,22.68,JP,2021-02-02 14:02:59
458,Dunedin,-45.8742,170.5036,59.0,91,9,5.01,NZ,2021-02-02 14:06:50
459,Sergach,55.5308,45.4661,11.66,95,47,4.38,RU,2021-02-02 14:06:50
460,Xudat,41.631,48.681,47.08,82,5,4.07,AZ,2021-02-02 14:06:51
461,Ewa Beach,21.3156,-158.0072,66.2,88,1,3.44,US,2021-02-02 14:06:42
462,Maravilha,-26.7608,-53.1725,79.0,70,39,3.02,BR,2021-02-02 14:06:51
463,Xuddur,4.1213,43.8894,91.76,17,32,14.41,SO,2021-02-02 14:06:52
464,Vila Nova De Milfontes,37.7238,-8.7828,61.0,55,31,4.0,PT,2021-02-02 14:06:47
465,Lyaskelya,61.7667,31.0167,13.46,95,94,0.47,RU,2021-02-02 14:06:52
466,Panique,12.4797,122.0153,78.57,81,97,21.43,PH,2021-02-02 14:06:52
467,Coihaique,-45.5752,-72.0662,59.0,67,20,5.75,CL,2021-02-02 14:02:42
468,Charters Towers,-20.1,146.2667,75.04,79,25,9.1,AU,2021-02-02 14:06:52
469,Jalu,29.0331,21.5482,70.25,27,40,12.73,LY,2021-02-02 14:06:53
470,Mahajanga,-15.7167,46.3167,89.6,66,20,12.66,MG,2021-02-02 14:06:53
471,Flagstaff,35.1981,-111.6513,37.99,100,90,3.44,US,2021-02-02 14:06:53
472,Businga,3.3333,20.8833,98.37,26,60,3.11,CD,2021-02-02 14:06:53
473,Ambon,-3.6954,128.1814,80.6,83,40,5.75,ID,2021-02-02 14:06:53
474,Sarangani,5.4033,125.4636,82.44,77,83,16.06,PH,2021-02-02 14:06:53
475,Port-Gentil,-0.7193,8.7815,87.8,74,40,10.36,GA,2021-02-02 14:06:53
476,Kalmunai,7.4167,81.8167,78.55,82,43,14.58,LK,2021-02-02 14:06:54
477,Hongjiang,27.11,109.9956,48.96,87,96,4.03,CN,2021-02-02 14:06:54
478,Constitucion,-35.3333,-72.4167,66.27,67,10,4.09,CL,2021-02-02 14:06:54
479,Akyab,20.15,92.9,69.42,63,0,14.41,MM,2021-02-02 14:06:54
480,Jabinyanah,35.035,10.9081,71.6,33,20,13.8,TN,2021-02-02 14:06:54
481,Juneau,58.3019,-134.4197,15.8,79,40,3.44,US,2021-02-02 14:06:55
482,Inuvik,68.3499,-133.7218,-23.8,76,100,2.3,CA,2021-02-02 14:06:55
483,Razdolnoye,43.55,131.9167,-2.2,35,59,6.71,RU,2021-02-02 14:06:55
484,Riyadh,24.6877,46.7219,77.0,19,0,5.75,SA,2021-02-02 14:06:05
485,Banda Aceh,5.5577,95.3222,79.23,82,100,14.45,ID,2021-02-02 14:05:54
486,Kibala,9.1104,18.3463,102.2,8,0,6.91,TD,2021-02-02 14:06:56
487,Anaco,9.4389,-64.4728,81.77,50,96,12.01,VE,2021-02-02 14:06:56
488,Gorokhovets,56.1947,42.7003,15.8,86,0,4.47,RU,2021-02-02 14:06:56
489,Sabha,27.0377,14.4283,68.83,28,54,18.28,LY,2021-02-02 14:06:56
490,Sola,-13.8833,167.55,81.82,80,64,32.21,VU,2021-02-02 14:06:56
491,Kiama,-34.6833,150.8667,64.99,82,72,3.0,AU,2021-02-02 14:05:12
492,San Quintin,30.4833,-115.95,60.58,70,100,7.38,MX,2021-02-02 14:06:56
493,Sanjwal,33.7608,72.4336,60.01,52,94,1.99,PK,2021-02-02 14:06:57
494,Dudinka,69.4058,86.1778,-6.07,89,100,11.99,RU,2021-02-02 14:06:57
495,Togane,35.55,140.3667,41.0,48,75,3.44,JP,2021-02-02 14:06:57
496,Sars,56.5502,57.1366,24.4,99,100,6.42,RU,2021-02-02 14:06:57
497,Porto Novo,6.4965,2.6036,89.6,70,40,12.66,BJ,2021-02-02 14:06:57
498,Hobyo,5.3505,48.5268,78.21,61,100,22.01,SO,2021-02-02 14:06:12
499,Broome,42.2506,-75.833,27.0,88,100,4.0,US,2021-02-02 14:06:58
500,Port Hedland,-20.3167,118.5667,82.4,83,75,10.36,AU,2021-02-02 14:05:15
501,Peterhead,57.5058,-1.7981,39.2,65,90,16.11,GB,2021-02-02 14:06:58
502,Oksfjord,70.2396,22.3479,26.6,80,40,6.91,NO,2021-02-02 14:06:58
503,Aljezur,37.3191,-8.8033,61.0,55,29,4.0,PT,2021-02-02 14:06:58
504,Gizo,-8.103,156.8419,81.84,80,95,10.96,SB,2021-02-02 14:06:58
505,Taoudenni,22.6783,-3.9836,88.11,13,0,16.15,ML,2021-02-02 14:06:59
506,Laguna,38.421,-121.4238,52.0,87,90,4.61,US,2021-02-02 14:06:59
507,Vestmannaeyjar,63.4427,-20.2734,37.4,81,40,37.98,IS,2021-02-02 14:06:59
508,Kirakira,-10.4544,161.9205,77.56,87,100,7.49,SB,2021-02-02 14:06:59
509,Berga,60.392,5.328,28.99,86,75,3.44,NO,2021-02-02 14:06:59
510,Korla,41.7597,86.1469,28.81,78,100,3.62,CN,2021-02-02 14:06:59
511,Taltal,-25.4,-70.4833,69.28,62,20,6.17,CL,2021-02-02 14:06:59
512,Port Hardy,50.6996,-127.4199,42.8,100,90,3.44,CA,2021-02-02 14:07:00
513,San Policarpo,12.1791,125.5072,79.86,82,99,13.22,PH,2021-02-02 14:07:00
514,Stabat,3.761,98.4513,78.8,100,40,4.61,ID,2021-02-02 14:07:01
515,Saint-Francois,46.4154,3.9054,55.4,88,75,10.36,FR,2021-02-02 14:07:01
516,Kurilsk,45.2333,147.8833,16.41,87,78,19.51,RU,2021-02-02 14:07:01
517,Derzhavinsk,51.1,66.3167,20.17,96,100,14.81,KZ,2021-02-02 14:07:01
518,Harper,4.375,-7.7169,82.49,78,32,7.61,LR,2021-02-02 14:07:01
519,Port Blair,11.6667,92.75,79.16,78,0,13.71,IN,2021-02-02 14:07:02
520,Chudniv,50.052,28.1175,25.34,98,37,5.46,UA,2021-02-02 14:07:02
521,Kieta,-6.2167,155.6333,80.78,82,100,14.14,PG,2021-02-02 14:07:02
522,Acarau,-2.8856,-40.12,86.54,58,100,18.01,BR,2021-02-02 14:07:02
523,Mackay,-21.15,149.2,77.0,78,8,5.75,AU,2021-02-02 14:07:02
524,Teahupoo,-17.8333,-149.2667,77.0,83,20,3.44,PF,2021-02-02 14:07:04
525,Balaka,-14.9793,34.9558,82.47,74,10,4.68,MW,2021-02-02 14:07:04
526,Sooke,48.3746,-123.7276,44.6,81,96,11.5,CA,2021-02-02 14:07:04
527,Jinchang,38.4953,102.1739,28.81,61,0,7.27,CN,2021-02-02 14:07:04
528,Srednekolymsk,67.45,153.6833,-26.32,82,0,7.11,RU,2021-02-02 14:07:05
529,Denpasar,-8.65,115.2167,82.4,89,40,4.61,ID,2021-02-02 14:07:05
530,Lumphat,13.4878,106.9816,75.25,58,19,10.42,KH,2021-02-02 14:07:05
531,Oktyabrskoye,43.0645,44.7417,57.2,35,92,4.47,RU,2021-02-02 14:07:05
532,Skelleftea,64.7507,20.9528,6.8,85,75,5.75,SE,2021-02-02 14:07:06
533,Haverfordwest,51.8017,-4.9691,50.0,93,75,25.32,GB,2021-02-02 14:07:06
534,Singapore,1.2897,103.8501,80.6,78,40,8.05,SG,2021-02-02 14:07:06
535,Itacare,-14.2775,-38.9967,78.8,89,75,6.91,BR,2021-02-02 14:07:06
536,Sovetskiy,61.3614,63.5842,11.55,96,0,6.71,RU,2021-02-02 14:07:06
537,Kyzyl-Suu,42.3414,78.0056,28.0,87,41,6.78,KG,2021-02-02 14:07:06
538,Belmonte,-15.8631,-38.8828,84.2,65,40,6.91,BR,2021-02-02 14:07:07
539,Natal,-5.795,-35.2094,86.0,65,75,13.8,BR,2021-02-02 14:07:07
540,Makakilo City,21.3469,-158.0858,66.2,88,1,3.44,US,2021-02-02 14:07:08
541,Colares,38.7992,-9.4469,62.01,82,75,13.8,PT,2021-02-02 14:07:08
542,Saint-Michel-Des-Saints,46.6834,-73.9159,19.92,94,100,8.93,CA,2021-02-02 14:07:08
543,Port Hawkesbury,45.6169,-61.3485,30.99,93,90,17.27,CA,2021-02-02 14:07:11
544,Coquimbo,-29.9533,-71.3436,60.8,82,90,3.44,CL,2021-02-02 14:07:11
545,Foshan,23.0268,113.1315,75.99,60,20,6.71,CN,2021-02-02 14:06:03
546,Veracruz,19.3333,-96.6667,66.99,82,75,1.19,MX,2021-02-02 14:05:52
547,Torit,4.4133,32.5678,101.71,11,9,12.46,SS,2021-02-02 14:07:12
548,Townsville,-19.25,146.8,80.6,83,40,5.75,AU,2021-02-02 14:07:12
549,Codrington,-38.2667,141.9667,59.13,74,97,7.76,AU,2021-02-02 14:07:12
550,Menongue,-14.6585,17.691,79.95,59,65,1.52,AO,2021-02-02 14:07:12
551,Dali,25.7,100.1833,45.46,56,42,4.12,CN,2021-02-02 14:07:13
552,Khasan,42.4308,130.6434,6.06,84,0,19.35,RU,2021-02-02 14:07:13
553,San Jose,37.3394,-121.895,54.0,76,90,4.61,US,2021-02-02 14:07:13
554,Inta,66.0317,60.1659,16.95,96,100,16.37,RU,2021-02-02 14:07:13
555,Angoche,-16.2325,39.9086,86.16,64,0,11.95,MZ,2021-02-02 14:07:13
556,Berlevag,70.8578,29.0864,28.4,74,75,16.11,NO,2021-02-02 14:07:14
557,Apac,1.9756,32.5386,96.37,11,51,5.59,UG,2021-02-02 14:07:14
558,Venustiano Carranza,19.43,-99.0992,37.4,93,90,6.91,MX,2021-02-02 14:07:14
559,Moron,-34.6534,-58.6198,75.99,81,94,1.01,AR,2021-02-02 14:07:14
560,Poronaysk,49.2167,143.1167,-19.26,83,0,4.32,RU,2021-02-02 14:07:14
561,Semey,50.4111,80.2275,19.4,79,90,11.18,KZ,2021-02-02 14:07:15
562,Sinalunga,43.2152,11.7495,59.0,80,11,2.62,IT,2021-02-02 14:07:15
563,Oranjestad,12.524,-70.027,82.4,69,20,24.16,AW,2021-02-02 14:07:16
564,Chilca,-12.5211,-76.7372,73.99,73,0,5.75,PE,2021-02-02 14:07:16
565,Manggar,-2.8833,108.2667,80.02,82,85,11.45,ID,2021-02-02 14:07:16
566,Sao Paulo De Olivenca,-3.3783,-68.8725,77.49,90,97,2.17,BR,2021-02-02 14:07:16
567,Naryan-Mar,67.6713,53.087,6.58,94,98,18.34,RU,2021-02-02 14:07:16
568,Kerema,-7.9631,145.7785,78.62,82,100,11.01,PG,2021-02-02 14:07:17
569,Timon,-5.0942,-42.8367,89.6,55,40,5.75,BR,2021-02-02 14:07:17
570,Yahotyn,50.2798,31.7625,23.0,86,90,2.24,UA,2021-02-02 14:07:17
571,Oistins,13.0667,-59.5333,82.4,57,20,26.46,BB,2021-02-02 14:07:17
572,Azoyu,16.7167,-98.7333,72.79,47,0,3.31,MX,2021-02-02 14:07:17
573,Amursk,50.2261,136.8994,-20.65,85,100,10.98,RU,2021-02-02 14:07:17
574,Ulladulla,-35.35,150.4667,64.99,77,75,2.3,AU,2021-02-02 14:07:18
